diver_id,diver_number,height,ave_score,high_score,times_competed
33513,401B,401B,1M,31.28,42.00,44
33513,401B,401B,3M,25.20,25.20,2
33513,401B,401B,5M,30.32,35.25,7
33513,403B,403B,1M,45.27,62.40,18
33513,403B,403B,3M,41.04,50.40,34
33513,403C,403C,1M,36.36,45.10,18
33513,403C,403C,3M,30.40,35.15,6
33513,403C,403C,5M,37.91,46.20,13
33513,404C,404C,3M,38.23,44.40,7
33513,405B,405B,3M,58.44,69.00,47
33513,405C,405C,1M,58.46,83.70,56
33513,405C,405C,3M,42.08,54.00,24
33513,405C,405C,5M,42.51,52.70,7
33513,405C,405C,7.5M,45.90,55.35,8
33513,407C,407C,3M,49.79,68.00,19
33513,5102A,5102A,1M,18.50,18.50,1
33513,5122D,5122D,1M,23.75,30.40,6
33513,5132D,5132D,1M,40.85,57.20,44
33513,5132D,5132D,3M,39.11,47.25,40
33513,5132D,5132D,5M,38.91,45.10,16
33513,5132D,5132D,7.5M,38.15,44.10,6
33513,5134D,5134D,1M,53.95,65.00,33
33513,5152B,5152B,1M,59.03,75.20,24
33513,5152B,5152B,3M,58.14,67.50,25
33513,5154B,5154B,3M,62.38,71.40,26
33513,5231D,5231D,1M,36.48,43.05,23
33513,5231D,5231D,3M,34.42,39.00,12
33513,5231D,5231D,5M,39.90,40.95,2
33513,5231D,5231D,7.5M,32.00,32.00,1
33513,5233D,5233D,1M,52.05,70.00,22
33513,5233D,5233D,3M,44.40,50.40,14
33513,5233D,5233D,5M,44.86,52.50,18
33513,5235D,5235D,3M,49.93,60.20,12
33513,5235D,5235D,7.5M,48.53,63.00,6
33513,5335D,5335D,1M,56.72,65.25,37
33513,5335D,5335D,3M,0.00,0.00,1
33513,5337D,5337D,3M,56.72,75.25,11
33513,612B,612B,5M,29.75,32.30,2
33513,612B,612B,7.5M,35.49,42.30,7
33513,612B,612B,10M,37.53,41.80,2
33816,103B,103B,1M,36.13,36.55,2
33816,103B,103B,3M,32.40,33.60,2
33816,103B,103B,5M,34.00,34.85,2
33816,105B,105B,1M,53.08,58.50,47
33816,105B,105B,3M,49.46,61.20,46
33816,105B,105B,5M,48.46,58.50,18
33816,105C,105C,1M,46.80,46.80,1
33816,107B,107B,3M,55.34,69.75,20
33816,107C,107C,3M,55.40,65.10,27
33816,201B,201B,3M,35.10,35.10,2
33816,201B,201B,5M,30.00,31.20,2
33816,201C,201C,3M,33.15,33.15,1
33816,203B,203B,1M,42.20,53.48,46
33816,203C,203C,1M,40.00,43.00,2
33816,205B,205B,3M,42.97,56.25,31
33816,205C,205C,3M,44.70,58.80,14
33816,205C,205C,5M,41.39,58.50,16
33816,301B,301B,1M,26.78,28.05,2
33816,301B,301B,3M,36.89,39.90,3
33816,301B,301B,5M,32.73,34.85,6
33816,301B,301B,7.5M,30.40,30.40,1
33816,303B,303B,1M,41.26,52.80,46
33816,305B,305B,3M,39.19,67.50,31
33816,305C,305C,1M,42.31,67.50,22
33816,305C,305C,3M,38.72,60.90,13
33816,401B,401B,1M,33.75,33.75,1
33816,403B,403B,1M,49.24,54.00,48
33816,403B,403B,3M,38.85,40.95,2
33816,403B,403B,5M,46.20,48.00,2
33816,404C,404C,1M,45.50,54.60,20
33816,405B,405B,3M,18.00,18.00,1
33816,405C,405C,1M,38.37,48.83,4
33816,405C,405C,3M,55.21,64.80,47
33816,405C,405C,5M,50.79,71.30,17
33816,5152B,5152B,3M,56.66,67.50,46
33816,5152B,5152B,10M,46.26,56.55,10
33816,5231D,5231D,1M,40.27,45.15,37
33816,5231D,5231D,3M,36.00,38.00,2
33816,5231D,5231D,5M,37.80,37.80,1
33816,5233D,5233D,1M,24.17,37.50,3
33816,5233D,5233D,5M,13.75,13.75,1
33816,5333D,5333D,1M,38.92,55.90,8
33816,612B,612B,5M,34.85,34.85,1
33816,612B,612B,10M,31.35,31.35,1
33816,614B,614B,10M,41.23,51.60,14
33576,101A,101A,1M,18.90,18.90,1
33576,101B,101B,1M,23.40,27.95,6
33576,101B,101B,3M,27.75,29.25,3
33576,101C,101C,1M,22.80,22.80,1
33576,103B,103B,1M,29.72,33.15,28
33576,103B,103B,3M,27.37,31.20,24
33576,103C,103C,1M,29.60,29.60,1
33576,104C,104C,1M,27.81,30.80,7
33576,105B,105B,1M,45.15,58.50,11
33576,105B,105B,3M,42.32,54.00,54
33576,105C,105C,1M,40.89,52.20,35
33576,105C,105C,3M,23.10,23.10,1
33576,201A,201A,1M,26.35,30.60,6
33576,201B,201B,1M,28.27,32.80,15
33576,201B,201B,3M,30.79,34.20,14
33576,201C,201C,1M,25.50,30.00,7
33576,201C,201C,3M,27.31,31.45,8
33576,202A,202A,1M,20.40,20.40,1
33576,203B,203B,1M,42.06,53.48,50
33576,203B,203B,3M,26.40,28.60,2
33576,203C,203C,1M,28.53,38.00,17
33576,203C,203C,3M,30.40,30.40,1
33576,205B,205B,3M,43.88,49.50,2
33576,205C,205C,3M,45.90,56.70,40
33576,301B,301B,1M,29.41,34.85,15
33576,301B,301B,3M,32.14,40.85,12
33576,301C,301C,1M,25.84,29.60,10
33576,301C,301C,3M,27.98,33.30,11
33576,302C,302C,3M,28.05,30.60,2
33576,303B,303B,1M,42.11,52.80,32
33576,303B,303B,3M,26.45,26.45,1
33576,303C,303C,1M,35.58,42.00,13
33576,305C,305C,3M,41.95,56.00,41
33576,401A,401A,1M,34.50,35.10,3
33576,401B,401B,1M,27.46,30.75,26
33576,401B,401B,3M,25.26,26.60,11
33576,401C,401C,1M,26.60,26.60,1
33576,403B,403B,1M,44.99,54.00,54
33576,403B,403B,3M,37.91,45.68,43
33576,403C,403C,1M,35.20,39.60,3
33576,403C,403C,3M,35.63,37.05,2
33576,405C,405C,3M,43.65,60.75,45
33576,5122D,5122D,1M,25.97,28.50,3
33576,5132D,5132D,1M,39.86,47.30,47
33576,5132D,5132D,3M,33.67,39.90,16
33576,5221D,5221D,1M,26.44,30.60,9
33576,5223D,5223D,1M,35.11,42.55,15
33576,5231D,5231D,1M,36.75,37.80,2
33576,5231D,5231D,3M,28.14,32.00,7
33576,5233D,5233D,1M,40.67,52.50,39
33576,5233D,5233D,3M,41.64,51.60,50
33576,5333D,5333D,3M,38.75,45.00,7
33610,101B,101B,1M,26.73,33.80,8
33610,101B,101B,3M,33.38,34.50,4
33610,101C,101C,1M,17.40,17.40,1
33610,101C,101C,3M,23.63,26.60,4
33610,102C,102C,1M,20.30,20.30,1
33610,103B,103B,1M,31.60,37.40,11
33610,103B,103B,3M,30.48,34.40,10
33610,103B,103B,7.5M,29.33,31.20,3
33610,103C,103C,1M,24.40,28.80,4
33610,103C,103C,3M,24.64,30.00,7
33610,104C,104C,1M,33.00,36.30,3
33610,105B,105B,1M,49.25,67.60,34
33610,105B,105B,3M,46.33,51.60,18
33610,105C,105C,1M,30.40,38.40,3
33610,105C,105C,3M,30.43,31.90,3
33610,105C,105C,5M,46.20,46.80,2
33610,107B,107B,3M,48.49,69.75,23
33610,107C,107C,3M,35.70,47.60,6
33610,201A,201A,1M,27.20,34.00,3
33610,201A,201A,3M,31.35,31.35,1
33610,201B,201B,1M,28.47,34.40,12
33610,201B,201B,3M,29.10,36.90,15
33610,201C,201C,1M,27.56,33.75,8
33610,201C,201C,3M,29.75,39.95,6
33610,201C,201C,5M,25.50,29.25,3
33610,202C,202C,1M,15.75,15.75,1
33610,203B,203B,1M,36.70,49.45,24
33610,203C,203C,1M,26.00,31.00,2
33610,203C,203C,3M,28.98,31.35,2
33610,205B,205B,3M,40.10,61.50,26
33610,205C,205C,1M,45.50,58.50,6
33610,205C,205C,3M,31.27,50.40,6
33610,301B,301B,1M,29.02,34.00,7
33610,301B,301B,3M,27.36,31.35,5
33610,301C,301C,1M,27.20,40.00,4
33610,301C,301C,3M,24.48,28.80,5
33610,301C,301C,5M,21.07,24.00,3
33610,302C,302C,1M,19.20,19.20,1
33610,303C,303C,1M,29.82,44.10,10
33610,303C,303C,3M,30.67,41.00,9
33610,305B,305B,3M,38.63,70.50,20
33610,305C,305C,1M,43.58,73.50,27
33610,305C,305C,3M,32.90,49.00,6
33610,401B,401B,1M,29.85,38.25,15
33610,401B,401B,3M,28.70,32.20,5
33610,401B,401B,7.5M,23.45,25.20,2
33610,401C,401C,1M,21.98,26.60,5
33610,401C,401C,3M,21.45,27.30,5
33610,402C,402C,1M,24.27,26.40,3
33610,403B,403B,1M,48.06,58.80,30
33610,403B,403B,3M,41.21,47.25,8
33610,403C,403C,1M,39.88,46.20,4
33610,403C,403C,3M,28.77,38.00,7
33610,403C,403C,5M,41.07,42.90,3
33610,404C,404C,3M,33.60,33.60,1
33610,405B,405B,3M,50.38,72.00,23
33610,405C,405C,1M,45.26,79.05,25
33610,405C,405C,3M,42.71,54.00,11
33610,5122D,5122D,1M,19.95,19.95,1
33610,5132D,5132D,1M,40.31,48.40,14
33610,5132D,5132D,3M,37.72,44.10,13
33610,5132D,5132D,5M,38.50,42.90,3
33610,5134D,5134D,1M,44.06,61.10,23
33610,5134D,5134D,3M,35.42,36.25,3
33610,5152B,5152B,3M,51.18,73.50,30
33610,5223D,5223D,1M,27.03,27.60,2
33610,5231D,5231D,1M,36.75,44.10,3
33610,5231D,5231D,3M,21.50,22.00,2
33610,5233D,5233D,3M,18.60,20.40,2
33610,5251B,5251B,3M,48.47,59.40,15
33610,5331D,5331D,1M,38.50,41.80,2
33610,612B,612B,7.5M,26.40,30.60,3
34038,001D,001D,3M,16.38,19.50,4
34038,002A,002A,1M,14.50,14.50,1
34038,002D,002D,1M,11.50,11.50,1
34038,002D,002D,3M,14.25,17.00,4
34038,100A,100A,1M,14.38,17.00,4
34038,100A,100A,3M,14.50,16.00,4
34038,101A,101A,1M,12.60,12.60,1
34038,101B,101B,1M,17.96,20.80,8
34038,101B,101B,3M,21.06,31.35,13
34038,101C,101C,1M,13.50,18.00,6
34038,101C,101C,3M,22.25,35.00,2
34038,102C,102C,1M,11.50,12.60,3
34038,103B,103B,1M,26.30,34.85,35
34038,103B,103B,3M,25.46,31.20,30
34038,103C,103C,1M,18.00,21.60,4
34038,103C,103C,3M,22.00,27.00,3
34038,104C,104C,1M,29.70,41.80,27
34038,105C,105C,3M,34.39,46.20,23
34038,200A,200A,1M,13.75,15.00,4
34038,200A,200A,3M,13.63,16.00,4
34038,201A,201A,1M,16.15,17.00,2
34038,201B,201B,1M,27.13,31.20,22
34038,201B,201B,3M,30.60,38.70,17
34038,201C,201C,1M,20.00,26.25,15
34038,201C,201C,3M,24.56,32.00,15
34038,202A,202A,1M,16.15,16.15,1
34038,202C,202C,1M,17.25,19.50,2
34038,203B,203B,3M,30.63,39.60,19
34038,203C,203C,1M,30.91,41.00,23
34038,204C,204C,1M,25.30,25.30,1
34038,301B,301B,1M,27.39,33.15,22
34038,301B,301B,3M,29.98,37.05,18
34038,301C,301C,1M,22.40,28.80,13
34038,301C,301C,3M,24.53,34.20,15
34038,302B,302B,1M,22.10,22.10,1
34038,302C,302C,1M,20.36,24.80,9
34038,302C,302C,3M,24.65,24.65,1
34038,303B,303B,3M,29.90,39.10,4
34038,303C,303C,1M,32.73,39.90,6
34038,303C,303C,3M,27.13,38.00,8
34038,401B,401B,1M,27.00,33.00,29
34038,401B,401B,3M,22.53,28.70,20
34038,401C,401C,1M,18.36,22.40,9
34038,401C,401C,3M,18.85,18.85,1
34038,402C,402C,1M,22.40,26.40,9
34038,403B,403B,1M,38.64,46.80,5
34038,403B,403B,3M,34.98,42.00,16
34038,403C,403C,1M,36.46,48.40,21
34038,403C,403C,3M,28.03,35.15,12
34038,404C,404C,3M,32.23,43.20,14
34038,405C,405C,3M,33.08,43.20,4
34038,5101D,5101D,3M,8.00,8.00,1
34038,5121D,5121D,1M,6.06,9.35,4
34038,5221D,5221D,1M,20.87,28.90,9
34038,5223D,5223D,1M,36.34,48.30,15
34038,5231D,5231D,1M,33.64,43.05,24
34038,5231D,5231D,3M,30.15,42.00,26
34038,5233D,5233D,3M,37.90,52.80,12
34038,5321D,5321D,3M,18.05,18.05,1
34038,5331D,5331D,1M,35.20,45.10,3
34038,5331D,5331D,3M,38.06,45.15,4
34038,5411B,5411B,3M,16.27,22.40,3
34038,5411C,5411C,1M,12.00,15.20,3
34239,001A,001A,3M,12.50,12.50,1
34239,002A,002A,3M,21.00,21.00,1
34239,101B,101B,1M,26.22,33.15,3
34239,101B,101B,3M,23.25,27.75,4
34239,101B,101B,5M,23.40,27.30,4
34239,101C,101C,1M,23.00,26.40,3
34239,101C,101C,3M,25.90,26.60,3
34239,103B,103B,1M,30.20,41.65,30
34239,103B,103B,3M,29.85,39.60,37
34239,103B,103B,5M,30.91,36.55,11
34239,103B,103B,7.5M,31.82,36.80,9
34239,104B,104B,1M,38.81,51.75,36
34239,104C,104C,1M,32.74,45.10,17
34239,105B,105B,3M,41.24,52.80,41
34239,105B,105B,7.5M,38.40,46.80,13
34239,105C,105C,1M,32.00,39.60,9
34239,105C,105C,3M,28.71,36.30,10
34239,200A,200A,1M,20.00,20.00,1
34239,200A,200A,3M,10.00,10.00,1
34239,201B,201B,1M,33.11,43.20,13
34239,201B,201B,3M,35.52,40.50,26
34239,201B,201B,5M,34.40,34.40,1
34239,201C,201C,1M,26.86,33.75,16
34239,201C,201C,3M,29.13,33.15,11
34239,201C,201C,5M,25.50,25.50,1
34239,202C,202C,1M,18.38,18.75,2
34239,203B,203B,1M,37.87,51.75,35
34239,203B,203B,3M,38.31,48.40,38
34239,203B,203B,5M,41.14,48.30,9
34239,203C,203C,1M,31.50,42.00,14
34239,203C,203C,3M,32.02,40.85,10
34239,203C,203C,5M,33.67,37.00,6
34239,205C,205C,3M,30.80,33.60,4
34239,301B,301B,1M,34.64,45.90,10
34239,301B,301B,3M,37.40,43.70,19
34239,301B,301B,5M,31.45,35.70,8
34239,301B,301B,7.5M,36.10,36.10,1
34239,301C,301C,1M,28.44,35.20,22
34239,301C,301C,3M,29.61,38.70,17
34239,301C,301C,5M,28.25,33.60,13
34239,303B,303B,1M,30.15,41.40,4
34239,303B,303B,3M,35.18,48.30,23
34239,303C,303C,1M,38.39,52.50,35
34239,303C,303C,3M,36.83,46.00,23
34239,303C,303C,5M,28.00,31.50,3
34239,401B,401B,1M,31.14,38.25,29
34239,401B,401B,3M,25.51,28.70,9
34239,401B,401B,5M,30.96,35.25,7
34239,401C,401C,1M,22.40,26.60,3
34239,401C,401C,3M,22.97,27.95,3
34239,402C,402C,1M,26.48,30.40,10
34239,403B,403B,1M,38.05,48.00,12
34239,403B,403B,3M,38.95,46.20,41
34239,403B,403B,7.5M,40.50,49.35,7
34239,403C,403C,1M,39.91,49.50,32
34239,403C,403C,3M,33.54,39.90,17
34239,403C,403C,5M,38.97,46.20,14
34239,404C,404C,3M,39.03,45.60,37
34239,404C,404C,5M,42.00,54.60,8
34239,405C,405C,7.5M,19.35,29.70,3
34239,5122D,5122D,1M,23.18,33.25,5
34239,5132D,5132D,1M,33.85,45.10,38
34239,5132D,5132D,3M,34.51,37.80,11
34239,5132D,5132D,5M,36.30,39.60,3
34239,5221D,5221D,1M,27.20,30.60,7
34239,5223D,5223D,1M,34.68,42.55,19
34239,5231D,5231D,1M,33.16,45.15,12
34239,5231D,5231D,3M,32.96,44.00,25
34239,5231D,5231D,5M,35.41,45.15,18
34239,5233D,5233D,3M,38.38,49.20,33
34239,5233D,5233D,7.5M,39.36,45.60,5
34239,612B,612B,7.5M,31.71,38.70,13
34239,612C,612C,5M,25.13,27.75,2
34026,001D,001D,3M,20.50,20.50,1
34026,100A,100A,3M,18.00,18.00,1
34026,103B,103B,1M,24.14,30.60,5
34026,103B,103B,3M,30.23,42.00,7
34026,104B,104B,1M,31.63,34.50,2
34026,104C,104C,1M,33.00,33.00,1
34026,105B,105B,1M,45.86,57.20,47
34026,105B,105B,3M,45.42,56.40,37
34026,105B,105B,5M,42.39,57.20,18
34026,105C,105C,1M,44.48,56.40,24
34026,107B,107B,3M,40.92,65.10,4
34026,107B,107B,10M,51.00,52.50,2
34026,107C,107C,3M,40.89,60.90,31
34026,200A,200A,3M,21.50,21.50,1
34026,201A,201A,1M,22.95,22.95,1
34026,201B,201B,1M,25.80,28.00,4
34026,201B,201B,3M,29.88,45.00,5
34026,203A,203A,3M,38.40,45.60,6
34026,203B,203B,1M,40.81,56.35,73
34026,203B,203B,5M,35.27,51.75,15
34026,203C,203C,1M,17.00,17.00,1
34026,205B,205B,3M,39.56,60.75,30
34026,205C,205C,3M,42.80,56.70,38
34026,205C,205C,5M,42.38,51.00,4
34026,301B,301B,1M,22.10,28.05,4
34026,301B,301B,3M,26.53,37.80,6
34026,301B,301B,5M,20.40,20.40,1
34026,302C,302C,1M,24.80,24.80,1
34026,302C,302C,3M,26.35,26.35,1
34026,303B,303B,1M,41.87,57.60,67
34026,303B,303B,3M,29.04,41.40,6
34026,303C,303C,1M,33.81,42.00,5
34026,305B,305B,3M,41.96,64.50,23
34026,305C,305C,3M,43.74,63.00,43
34026,401B,401B,1M,26.70,32.25,5
34026,401B,401B,3M,25.20,25.20,1
34026,402C,402C,1M,28.80,28.80,1
34026,403B,403B,1M,48.28,58.80,72
34026,403B,403B,3M,39.46,45.68,6
34026,403B,403B,5M,44.40,54.00,17
34026,403C,403C,1M,39.60,39.60,1
34026,403C,403C,3M,28.50,28.50,1
34026,404C,404C,3M,32.00,33.60,3
34026,405B,405B,3M,36.45,55.80,4
34026,405C,405C,3M,47.25,66.83,67
34026,405C,405C,7.5M,41.85,45.90,3
34026,5124D,5124D,1M,27.60,34.50,3
34026,5132D,5132D,1M,42.35,51.70,24
34026,5132D,5132D,3M,31.29,45.00,7
34026,5134D,5134D,1M,36.73,42.90,4
34026,5152B,5152B,3M,52.80,60.00,7
34026,5223D,5223D,1M,35.65,41.40,7
34026,5233D,5233D,1M,43.86,52.50,44
34026,5233D,5233D,3M,45.55,57.60,22
34026,5233D,5233D,5M,48.47,56.25,18
34026,5235D,5235D,3M,48.45,58.80,24
34026,5253B,5253B,10M,46.40,54.40,2
34026,5333D,5333D,1M,45.94,58.50,37
34026,5333D,5333D,3M,45.82,58.75,22
34026,5335D,5335D,3M,50.16,60.90,33
34026,622A,622A,5M,33.13,38.85,18
34026,624C,624C,5M,37.70,39.00,2
34206,001D,001D,3M,19.00,21.50,5
34206,002D,002D,3M,19.75,20.00,2
34206,100B,100B,3M,17.00,17.50,5
34206,101B,101B,3M,29.45,31.35,2
34206,101C,101C,3M,22.40,25.90,2
34206,103B,103B,1M,31.38,37.40,23
34206,103B,103B,3M,28.29,33.60,11
34206,103B,103B,10M,23.20,27.20,4
34206,103C,103C,1M,29.60,29.60,1
34206,104B,104B,1M,36.80,41.40,4
34206,104C,104C,1M,34.65,38.50,2
34206,105B,105B,1M,19.50,39.00,2
34206,105B,105B,3M,40.89,50.40,13
34206,105B,105B,7.5M,44.10,49.20,4
34206,105C,105C,1M,31.92,48.00,15
34206,200C,200C,3M,18.10,19.50,5
34206,201A,201A,1M,28.73,34.85,5
34206,201A,201A,3M,28.50,28.50,1
34206,201B,201B,1M,27.20,32.80,8
34206,201B,201B,3M,21.60,21.60,1
34206,201C,201C,1M,24.68,30.75,10
34206,201C,201C,3M,21.25,23.80,2
34206,202A,202A,1M,17.00,17.00,1
34206,202A,202A,3M,28.01,31.50,8
34206,203B,203B,1M,32.00,32.00,1
34206,203B,203B,5M,31.63,35.65,2
34206,203C,203C,1M,32.64,41.00,11
34206,301B,301B,1M,28.90,37.40,7
34206,301B,301B,3M,33.25,34.20,3
34206,301C,301C,1M,25.05,34.40,13
34206,302C,302C,1M,24.55,30.40,13
34206,302C,302C,3M,24.65,27.20,4
34206,302C,302C,5M,26.80,28.00,2
34206,303C,303C,1M,20.58,24.15,5
34206,401B,401B,1M,27.68,35.25,20
34206,401B,401B,3M,24.73,30.10,3
34206,401C,401C,1M,23.10,23.10,1
34206,402C,402C,1M,24.00,27.20,3
34206,403B,403B,1M,44.10,54.00,12
34206,403B,403B,3M,36.36,42.00,8
34206,403B,403B,10M,30.50,37.00,4
34206,403C,403C,1M,36.77,45.10,7
34206,403C,403C,3M,26.60,26.60,1
34206,404C,404C,1M,40.60,53.20,7
34206,404C,404C,3M,39.00,48.00,2
34206,405C,405C,3M,38.48,52.65,8
34206,405C,405C,7.5M,48.26,52.65,4
34206,5122D,5122D,1M,22.80,28.50,2
34206,5124D,5124D,1M,33.93,34.50,2
34206,5132D,5132D,1M,34.68,44.00,19
34206,5132D,5132D,3M,32.29,40.95,8
34206,5132D,5132D,5M,36.30,36.30,1
34206,5152B,5152B,10M,39.15,39.15,1
34206,5221D,5221D,1M,24.54,31.45,8
34206,5223D,5223D,1M,40.83,42.55,4
34206,5231D,5231D,1M,35.49,44.10,10
34206,5231D,5231D,3M,30.00,34.00,5
34206,5231D,5231D,5M,30.98,32.55,2
34206,5233D,5233D,3M,29.40,31.20,2
34206,612B,612B,7.5M,30.60,30.60,1
34206,612B,612B,10M,30.72,31.35,3
34074,001D,001D,3M,19.83,23.00,3
34074,001D,001D,5M,19.75,21.00,2
34074,002D,002D,3M,15.00,15.00,1
34074,100A,100A,3M,15.75,16.00,2
34074,100A,100A,5M,17.00,18.50,2
34074,100B,100B,1M,20.00,20.00,1
34074,101B,101B,1M,22.02,27.30,8
34074,101B,101B,3M,16.50,16.50,1
34074,101B,101B,5M,20.15,20.15,1
34074,101C,101C,3M,25.90,25.90,1
34074,103B,103B,1M,31.09,38.25,61
34074,103B,103B,3M,27.24,38.40,41
34074,103B,103B,5M,30.32,33.15,3
34074,103B,103B,7.5M,29.47,32.00,6
34074,103B,103B,10M,29.34,39.00,16
34074,103C,103C,1M,25.60,25.60,1
34074,104B,104B,1M,37.75,47.15,14
34074,104C,104C,1M,27.13,28.60,3
34074,105B,105B,3M,38.62,51.60,49
34074,105B,105B,5M,31.20,39.00,4
34074,105B,105B,7.5M,45.00,46.80,4
34074,105C,105C,1M,38.18,52.80,59
34074,105C,105C,3M,29.70,29.70,1
34074,105C,105C,5M,40.00,40.80,3
34074,105C,105C,10M,22.05,22.05,1
34074,107C,107C,10M,41.63,51.30,16
34074,200A,200A,1M,22.50,22.50,1
34074,200A,200A,3M,17.33,19.50,3
34074,201B,201B,1M,31.16,38.40,54
34074,201B,201B,3M,32.46,37.80,33
34074,201B,201B,5M,30.00,31.20,2
34074,201B,201B,7.5M,33.75,35.10,2
34074,201C,201C,1M,23.53,28.50,8
34074,201C,201C,3M,26.56,30.60,4
34074,201C,201C,5M,19.25,24.00,3
34074,201C,201C,7.5M,26.35,26.35,1
34074,203B,203B,1M,39.90,52.90,63
34074,203B,203B,5M,33.75,37.95,4
34074,205C,205C,3M,41.71,58.80,32
34074,205C,205C,7.5M,43.32,53.20,18
34074,301B,301B,1M,29.03,36.55,55
34074,301B,301B,3M,30.61,39.90,33
34074,301B,301B,5M,33.00,33.00,1
34074,301C,301C,1M,24.69,30.40,7
34074,301C,301C,3M,27.08,34.20,11
34074,301C,301C,5M,15.20,19.20,3
34074,303B,303B,1M,35.40,40.80,5
34074,303B,303B,3M,40.94,42.55,5
34074,303C,303C,1M,37.63,46.20,40
34074,305C,305C,1M,0.00,0.00,1
34074,305C,305C,3M,22.10,36.40,7
34074,401B,401B,1M,28.41,35.25,61
34074,401B,401B,3M,23.45,23.80,2
34074,401B,401B,5M,17.25,17.25,1
34074,401C,401C,1M,27.30,27.30,1
34074,401C,401C,3M,20.15,24.70,2
34074,402C,402C,1M,23.73,27.20,3
34074,403B,403B,1M,41.77,54.00,44
34074,403B,403B,3M,36.60,44.10,42
34074,403B,403B,5M,42.60,48.00,6
34074,403B,403B,7.5M,38.22,45.15,5
34074,403B,403B,10M,35.46,42.00,13
34074,403C,403C,1M,38.76,48.40,21
34074,403C,403C,3M,32.68,38.00,5
34074,403C,403C,5M,27.50,27.50,1
34074,404B,404B,1M,15.00,15.00,1
34074,404C,404C,3M,37.08,45.60,20
34074,404C,404C,5M,25.20,25.20,1
34074,405B,405B,10M,49.00,53.20,2
34074,405C,405C,3M,36.60,51.30,21
34074,405C,405C,7.5M,41.40,52.65,19
34074,5122D,5122D,1M,23.28,23.75,2
34074,5132D,5132D,1M,37.22,48.40,39
34074,5132D,5132D,3M,32.35,42.00,17
34074,5132D,5132D,5M,30.80,30.80,1
34074,5132D,5132D,7.5M,32.41,42.00,11
34074,5132D,5132D,10M,37.80,40.95,5
34074,5221D,5221D,1M,22.95,22.95,1
34074,5222D,5222D,1M,36.10,36.10,1
34074,5223D,5223D,1M,40.63,44.85,6
34074,5231D,5231D,1M,36.87,45.15,52
34074,5231D,5231D,3M,33.62,44.00,33
34074,5231D,5231D,5M,36.75,39.90,4
34074,5231D,5231D,7.5M,39.00,43.00,2
34074,5231D,5231D,10M,33.00,33.00,1
34074,5233D,5233D,3M,40.38,49.20,13
34074,5233D,5233D,5M,38.75,38.75,1
34074,5411B,5411B,1M,14.45,14.45,1
34074,5411B,5411B,3M,16.00,16.00,1
34074,612B,612B,5M,28.22,30.60,5
34074,612B,612B,7.5M,34.20,34.20,1
34074,612B,612B,10M,29.13,36.10,15
34074,612C,612C,5M,21.75,21.75,1
34173,001B,001B,3M,20.50,20.50,1
34173,100A,100A,1M,16.00,16.00,1
34173,101B,101B,1M,19.50,19.50,1
34173,101C,101C,1M,20.40,20.40,1
34173,103B,103B,1M,27.63,33.15,6
34173,103B,103B,3M,32.00,32.00,1
34173,103C,103C,1M,19.20,19.20,1
34173,104B,104B,1M,39.10,46.00,4
34173,104C,104C,1M,18.70,18.70,1
34173,105B,105B,1M,40.30,40.30,1
34173,105B,105B,3M,40.20,44.40,2
34173,105C,105C,1M,32.55,45.00,4
34173,105C,105C,3M,35.20,35.20,1
34173,200A,200A,1M,16.00,16.00,1
34173,201A,201A,1M,20.40,20.40,1
34173,201B,201B,1M,29.60,32.80,5
34173,201B,201B,3M,27.90,30.60,2
34173,201C,201C,1M,15.75,15.75,1
34173,203B,203B,1M,34.85,40.25,5
34173,203B,203B,3M,33.37,39.60,3
34173,301B,301B,1M,26.63,34.85,3
34173,301B,301B,3M,32.30,32.30,1
34173,301C,301C,1M,24.40,25.60,2
34173,301C,301C,3M,32.40,32.40,1
34173,303C,303C,1M,33.92,43.05,5
34173,303C,303C,3M,27.00,27.00,1
34173,401B,401B,1M,30.45,32.25,5
34173,401B,401B,3M,28.12,29.40,3
34173,401C,401C,1M,18.90,18.90,1
34173,403B,403B,3M,40.17,42.53,2
34173,403C,403C,1M,35.29,41.80,6
34173,403C,403C,3M,28.50,28.50,1
34173,5121D,5121D,1M,23.80,23.80,1
34173,5122D,5122D,1M,28.98,29.45,2
34173,5132D,5132D,1M,24.20,26.40,2
34173,5223D,5223D,1M,36.00,49.45,5
34173,5231D,5231D,1M,23.10,23.10,1
34173,5231D,5231D,3M,33.00,33.00,1
34173,5233D,5233D,1M,38.75,38.75,1
34173,5233D,5233D,3M,34.20,34.20,1
34255,002A,002A,1M,19.00,19.00,1
34255,100A,100A,1M,16.00,16.00,1
34255,101B,101B,1M,22.91,33.80,4
34255,101B,101B,3M,22.80,26.25,5
34255,101B,101B,5M,21.39,26.00,11
34255,101C,101C,1M,14.40,14.40,1
34255,102C,102C,1M,18.20,18.20,1
34255,103B,103B,1M,35.07,45.90,57
34255,103B,103B,3M,31.88,44.80,62
34255,103B,103B,5M,28.05,34.00,9
34255,103B,103B,7.5M,35.50,38.40,8
34255,103B,103B,10M,39.00,42.40,16
34255,103C,103C,1M,36.64,48.00,5
34255,104B,104B,1M,41.49,50.60,13
34255,104C,104C,1M,36.30,45.10,12
34255,105B,105B,1M,54.22,74.10,50
34255,105B,105B,3M,42.32,63.60,41
34255,105B,105B,5M,42.62,57.72,28
34255,105B,105B,7.5M,42.84,44.64,2
